folder,i,j,overlap,threshold
7-scenes-redkitchen,3,40,0.3103119790426292,0.018000152560870984
7-scenes-redkitchen,3,41,0.48711694019606,0.018000057672926843
7-scenes-redkitchen,3,42,0.6128982309449155,0.017999924281132798
7-scenes-redkitchen,3,43,0.6692827708799052,0.017999835331225674
7-scenes-redkitchen,3,44,0.6634275151835226,0.017999740695100182
7-scenes-redkitchen,3,45,0.5719165780372877,0.017999611664259303
7-scenes-redkitchen,4,5,0.7411710362842853,0.017999685736364467
7-scenes-redkitchen,4,6,0.43458237736147604,0.01799960056455564
7-scenes-redkitchen,4,7,0.3277076541445571,0.017999494110464677
7-scenes-redkitchen,4,9,0.3879002213158969,0.01799924594645887
7-scenes-redkitchen,4,10,0.7658728157088813,0.017999152319150516
7-scenes-redkitchen,4,11,0.841125880185099,0.017999017714046852
7-scenes-redkitchen,4,12,0.6757709508393686,0.017998873597043448
7-scenes-redkitchen,4,13,0.6065247173737986,0.017998737778070362
7-scenes-redkitchen,4,14,0.6289949210517224,0.017998594601883626
7-scenes-redkitchen,4,15,0.6435843764638912,0.01799843240943243
7-scenes-redkitchen,4,18,0.304661487236404,0.017998142743338948
7-scenes-redkitchen,4,19,0.4148333053904858,0.017997948461617147
7-scenes-redkitchen,4,20,0.22993180928786464,0.01799865239489007
7-scenes-redkitchen,4,25,0.2993192590480904,0.017997969765319453
7-scenes-redkitchen,4,26,0.32187129431799777,0.017997778636177852
7-scenes-redkitchen,4,27,0.23843109742060664,0.01799757581217524
7-scenes-redkitchen,4,37,0.28469144597508816,0.017996235995498117
7-scenes-redkitchen,4,38,0.3225398487535627,0.017996059144591566
7-scenes-redkitchen,4,39,0.2791490049088967,0.017995918337389123
7-scenes-redkitchen,4,41,0.26573678314389104,0.018000142953569952
7-scenes-redkitchen,5,6,0.7011121891096241,0.01799968284625019
7-scenes-redkitchen,5,7,0.49695303904413524,0.01799957782857312
7-scenes-redkitchen,5,8,0.25970493607653883,0.017999460483018242
7-scenes-redkitchen,5,9,0.48995004007884696,0.017999316353049365
7-scenes-redkitchen,5,10,0.7283372365339579,0.017999236559553475
7-scenes-redkitchen,5,11,0.6325338358097703,0.017999105696146888
7-scenes-redkitchen,5,12,0.435341087341054,0.017998958533327652
7-scenes-redkitchen,5,15,0.6147483144868153,0.017998518495521493
7-scenes-redkitchen,5,16,0.33640739079006404,0.017998448054336924
7-scenes-redkitchen,5,17,0.23671368672660328,0.017998337466492494
7-scenes-redkitchen,5,18,0.38128910623324885,0.01799821922097088
7-scenes-redkitchen,5,19,0.6626956775519581,0.017998031271206923
7-scenes-redkitchen,5,20,0.31624405680813233,0.01799872997194102
7-scenes-redkitchen,5,21,0.17940266732856638,0.01799859178506371
7-scenes-redkitchen,5,25,0.34357838545664154,0.017998030183955863
7-scenes-redkitchen,5,26,0.27541804010886545,0.017997840851210176
7-scenes-redkitchen,5,36,0.20293385242209785,0.01799645575751717
7-scenes-redkitchen,5,37,0.28865933835325563,0.017996308899274026
7-scenes-redkitchen,5,38,0.34926054429544307,0.017996134613713785
7-scenes-redkitchen,5,39,0.348214579513059,0.017995991316299236
7-scenes-redkitchen,6,7,0.7134922922646573,0.01799966357098046
7-scenes-redkitchen,6,8,0.3572146727626789,0.017999545295872596
7-scenes-redkitchen,6,9,0.42415267267933393,0.017999405946353585
7-scenes-redkitchen,6,10,0.4820500810664745,0.0179993233519171
7-scenes-redkitchen,6,11,0.40899992810954594,0.01799919128197254
7-scenes-redkitchen,6,12,0.2549602843506992,0.01799904265889474
7-scenes-redkitchen,6,15,0.518811928155927,0.01799860103903682
7-scenes-redkitchen,6,16,0.4220663213280581,0.017998535697890714
7-scenes-redkitchen,6,17,0.2884963138127695,0.017998428633049922
7-scenes-redkitchen,6,18,0.4100732325557726,0.01799830889026632
7-scenes-redkitchen,6,19,0.6522357382810802,0.017998112942909667
7-scenes-redkitchen,6,20,0.4158585774548502,0.017998822174930255
7-scenes-redkitchen,6,21,0.2725467546229558,0.017998684025983036
7-scenes-redkitchen,6,24,0.21711258915941856,0.017998269802234533
7-scenes-redkitchen,6,25,0.353653226235938,0.017998122134671512
7-scenes-redkitchen,6,26,0.24457893004717154,0.017997931420978913
7-scenes-redkitchen,6,35,0.15570186015852344,0.017996583227173756
7-scenes-redkitchen,6,36,0.2122655428947137,0.017996532998945217
7-scenes-redkitchen,6,37,0.2805937756276974,0.01799638749215012
7-scenes-redkitchen,6,38,0.3475091533222965,0.01799621520206069
7-scenes-redkitchen,6,39,0.4600303328537113,0.017996073826003718
7-scenes-redkitchen,6,53,0.3905112548729198,0.01799881199301066
7-scenes-redkitchen,6,54,0.16128113266877556,0.01799850162503005
7-scenes-redkitchen,6,59,0.2741985497567026,0.017997994157612905
7-scenes-redkitchen,7,8,0.4805398569130472,0.017999668074768563
7-scenes-redkitchen,7,9,0.43425556692663303,0.017999549653721397
7-scenes-redkitchen,7,10,0.37675373806521345,0.01799942465602329
7-scenes-redkitchen,7,11,0.3216605938151507,0.017999296469980247
7-scenes-redkitchen,7,15,0.4673185367907355,0.017998711692011886
7-scenes-redkitchen,7,16,0.49809519924950035,0.01799865790725274
7-scenes-redkitchen,7,17,0.3311947675161315,0.01799855735047246
7-scenes-redkitchen,7,18,0.42717940764507173,0.01799843731830176
7-scenes-redkitchen,7,19,0.6231813863378104,0.017998228798861066
7-scenes-redkitchen,7,20,0.43463952596208066,0.017998949362522436
7-scenes-redkitchen,7,21,0.3425402629142044,0.017998809438235508
7-scenes-redkitchen,7,24,0.27822663387113983,0.017998377724395317
7-scenes-redkitchen,7,25,0.356065423810583,0.017998273308263098
7-scenes-redkitchen,7,26,0.21328011952212048,0.01799807061090351
7-scenes-redkitchen,7,35,0.1640808801856407,0.017996696921835843
7-scenes-redkitchen,7,36,0.21015588194181994,0.01799666236329397
7-scenes-redkitchen,7,37,0.2809996769356936,0.017996524605404234
7-scenes-redkitchen,7,38,0.37098147950135135,0.017996343734931093
7-scenes-redkitchen,7,39,0.47916934646759857,0.017996202632751614
7-scenes-redkitchen,7,53,0.3896938618675684,0.017998945275144326
7-scenes-redkitchen,7,54,0.1840183617907046,0.01799863245849793
7-scenes-redkitchen,7,58,0.3100869915019862,0.0179983185055416
7-scenes-redkitchen,7,59,0.33896654263270043,0.01799810588414837
7-scenes-redkitchen,8,9,0.5766186560730796,0.017999641588221836
7-scenes-redkitchen,8,16,0.5964392054492801,0.017998757322604496
7-scenes-redkitchen,8,17,0.5398582301191446,0.01799866212719842
7-scenes-redkitchen,8,18,0.5766276189968449,0.017998542423654607
7-scenes-redkitchen,8,19,0.5129623765081376,0.01799833314372705
7-scenes-redkitchen,8,20,0.40433117329315227,0.017999049437102996
7-scenes-redkitchen,8,21,0.44283716312327565,0.017998946037895484
7-scenes-redkitchen,8,22,0.33575154958677683,0.0179988086936504
7-scenes-redkitchen,8,23,0.4361767095709059,0.017998728993527346
7-scenes-redkitchen,8,24,0.5759390637953252,0.01799849515001778
7-scenes-redkitchen,8,25,0.359589738448863,0.017998351638936032
7-scenes-redkitchen,8,35,0.3864290422675606,0.017996841660100227
7-scenes-redkitchen,8,36,0.3873259853281493,0.01799673235712699
7-scenes-redkitchen,8,37,0.32202884384396824,0.017996590301911548
7-scenes-redkitchen,8,39,0.38581355764887476,0.01799628557093949
7-scenes-redkitchen,8,54,0.35944441607516725,0.01799873920078618
7-scenes-redkitchen,8,59,0.4365240276055084,0.01799825845878075
7-scenes-redkitchen,9,10,0.5791569086651054,0.017999693928522305
7-scenes-redkitchen,9,11,0.43791880919138376,0.017999552729284857
7-scenes-redkitchen,9,16,0.619235632418322,0.017998897169104872
7-scenes-redkitchen,9,17,0.4579672458773466,0.017998782184225768
7-scenes-redkitchen,9,18,0.6034343209146558,0.017998660003323147
7-scenes-redkitchen,9,19,0.6650087243779612,0.017998460397168473
7-scenes-redkitchen,9,20,0.36322570108864793,0.017999182181043932
7-scenes-redkitchen,9,21,0.2994921192565084,0.01799904422959895
7-scenes-redkitchen,9,24,0.47498885079768094,0.017998627754222642
7-scenes-redkitchen,9,25,0.49461954631889254,0.017998471929925215
7-scenes-redkitchen,9,26,0.27410946094896804,0.0179982830460072
7-scenes-redkitchen,9,35,0.2544413897329539,0.017996920008031127
7-scenes-redkitchen,9,36,0.3157165858179013,0.01799688578851904
7-scenes-redkitchen,9,37,0.32781915025803726,0.017996735619274066
7-scenes-redkitchen,9,38,0.3753691747814448,0.017996560977335534
7-scenes-redkitchen,9,39,0.43469312664714277,0.017996421531303188
7-scenes-redkitchen,9,54,0.24625010414510975,0.0179988521592097
7-scenes-redkitchen,9,59,0.4169210953153325,0.017998341986528107
7-scenes-redkitchen,10,11,0.8153853139153433,0.017999650814896573
7-scenes-redkitchen,10,12,0.5206462970997564,0.017999517277608245
7-scenes-redkitchen,10,13,0.4302715930601019,0.01799938739896896
7-scenes-redkitchen,10,14,0.4701827730366583,0.017999235824404717
7-scenes-redkitchen,10,15,0.5816369490580694,0.017999068833015254
7-scenes-redkitchen,10,16,0.28207366317249255,0.017999016349060534
7-scenes-redkitchen,10,17,0.19215581628394854,0.017998918720521107
7-scenes-redkitchen,10,18,0.31937585118912026,0.017998796009773752
7-scenes-redkitchen,10,19,0.4936476593208025,0.0179985955505744
7-scenes-redkitchen,10,20,0.2757918349864882,0.0179993218288999
7-scenes-redkitchen,10,25,0.339443189614393,0.017998678505642286
7-scenes-redkitchen,10,26,0.3284847123476589,0.017998467998650163
7-scenes-redkitchen,10,27,0.17627352750950967,0.017998218387845787
7-scenes-redkitchen,10,36,0.17848767077899555,0.017996995321939692
7-scenes-redkitchen,10,37,0.2655008739303672,0.017996907881998744
7-scenes-redkitchen,10,38,0.31748109419533727,0.017996730479654645
7-scenes-redkitchen,10,39,0.3174808774391174,0.017996590722882125
7-scenes-redkitchen,10,41,0.18099416225858536,0.018000808702819386
7-scenes-redkitchen,11,12,0.7005807162166672,0.017999642011168125
7-scenes-redkitchen,11,13,0.6099863000805262,0.01799950732669883
7-scenes-redkitchen,11,14,0.6246127445899411,0.01799935373355881
7-scenes-redkitchen,11,15,0.5940477814080631,0.017999213951427902
7-scenes-redkitchen,11,18,0.24659645517595685,0.017998910388160545
7-scenes-redkitchen,11,19,0.3722980818787529,0.01799874034677918
7-scenes-redkitchen,11,20,0.2170640092934111,0.01799943976119705
7-scenes-redkitchen,11,25,0.28481161363486845,0.01799880465169814
7-scenes-redkitchen,11,26,0.3389193904789765,0.017998583236876038
7-scenes-redkitchen,11,27,0.26228473082446313,0.017998326564793558
7-scenes-redkitchen,11,28,0.24262261896210582,0.017998128152191248
7-scenes-redkitchen,11,37,0.25397824700337146,0.01799703249836766
7-scenes-redkitchen,11,38,0.304579795216306,0.01799684519647421
7-scenes-redkitchen,11,39,0.279917796171599,0.01799670497318596
7-scenes-redkitchen,11,41,0.22697342793357925,0.018000947797982343
7-scenes-redkitchen,12,13,0.8862174626912498,0.01799963294894608
7-scenes-redkitchen,12,14,0.7388314963894551,0.017999479529031213
7-scenes-redkitchen,12,15,0.4654981232544487,0.017999350988713633
7-scenes-redkitchen,12,19,0.21717802077705955,0.017998865761309657
7-scenes-redkitchen,12,26,0.2603027754415475,0.01799875566942913
7-scenes-redkitchen,12,27,0.3281518915185863,0.01799847594147031
7-scenes-redkitchen,12,28,0.4051698805644619,0.017998269790113028
7-scenes-redkitchen,12,29,0.4659094942324756,0.01799811520438501
7-scenes-redkitchen,12,37,0.18462987047054177,0.0179971864405957
7-scenes-redkitchen,12,40,0.1991599731537812,0.01800117920334736
7-scenes-redkitchen,12,41,0.31741946576472263,0.018001082888810135
7-scenes-redkitchen,12,42,0.37411235413790284,0.01800095015016341
7-scenes-redkitchen,12,43,0.3811737455897008,0.01800085809860804
7-scenes-redkitchen,12,44,0.4314298917348825,0.018000762639608456
7-scenes-redkitchen,13,14,0.7783229105483191,0.017999615557534647
7-scenes-redkitchen,13,15,0.39913900962388005,0.017999486421674378
7-scenes-redkitchen,13,26,0.1989797784034812,0.017998923141460055
7-scenes-redkitchen,13,27,0.28705918463545377,0.017998629136826913
7-scenes-redkitchen,13,28,0.36967551930624215,0.017998416866091202
7-scenes-redkitchen,13,29,0.45812333629103813,0.017998265247775674
7-scenes-redkitchen,13,30,0.29195697838588597,0.017998123669667958
7-scenes-redkitchen,13,40,0.17792733582207265,0.018001317424398124
7-scenes-redkitchen,13,41,0.2801444256688687,0.01800122285838073
7-scenes-redkitchen,13,42,0.32267943242278396,0.01800108945742948
7-scenes-redkitchen,13,43,0.3437528616445366,0.018000997563959367
7-scenes-redkitchen,13,44,0.4034658040665434,0.018000900752825923
7-scenes-redkitchen,13,45,0.36471400297231243,0.018000769370905
7-scenes-redkitchen,14,15,0.6244552101184159,0.01799963059679768
7-scenes-redkitchen,14,19,0.16485659109678782,0.017999148548744022
7-scenes-redkitchen,14,25,0.14463474003088866,0.01799927214012623
7-scenes-redkitchen,14,26,0.21228758443078113,0.017999047659067454
7-scenes-redkitchen,14,27,0.24352630367341568,0.017998756412355627
7-scenes-redkitchen,14,28,0.29020093119233104,0.017998545889091506
7-scenes-redkitchen,14,29,0.33970718722271515,0.017998393133697416
7-scenes-redkitchen,14,37,0.1823767040261544,0.01799745803148016
7-scenes-redkitchen,14,38,0.22036554294963737,0.017997278469924768
7-scenes-redkitchen,14,39,0.18128217630746865,0.01799714359317891
7-scenes-redkitchen,14,40,0.11841409364629178,0.01800150052000545
7-scenes-redkitchen,14,41,0.19104700550461673,0.018001405347575727
7-scenes-redkitchen,14,42,0.2098951814432014,0.018001272268222367
7-scenes-redkitchen,14,59,0.2060713036287886,0.017999005979598137
7-scenes-redkitchen,15,16,0.3434800342619407,0.01799966990855835
7-scenes-redkitchen,15,17,0.16508781840737408,0.017999604115140462
7-scenes-redkitchen,15,18,0.21412889123681111,0.017999489108766233
7-scenes-redkitchen,15,19,0.32413082220276573,0.01799927502965901
7-scenes-redkitchen,15,20,0.13725345190444055,0.017999983363175105
7-scenes-redkitchen,15,21,0.09865010644493026,0.01799988695507966
7-scenes-redkitchen,15,25,0.26097158305948104,0.017999314610094318
7-scenes-redkitchen,15,26,0.2103077381170042,0.017999098106382505
7-scenes-redkitchen,15,27,0.12795895771899632,0.017998858624212254
7-scenes-redkitchen,15,36,0.17391371874983821,0.017997655106246645
7-scenes-redkitchen,15,37,0.314637022065016,0.0179975251508469
7-scenes-redkitchen,15,38,0.347431723405589,0.017997366829488274
7-scenes-redkitchen,15,39,0.3260153578768199,0.01799722473070876
7-scenes-redkitchen,15,59,0.2911657602646058,0.017999194938533053
7-scenes-redkitchen,16,17,0.5847965003222043,0.017999680689563445
7-scenes-redkitchen,16,18,0.4877186435256314,0.017999576065356005
7-scenes-redkitchen,16,19,0.44254950541159815,0.017999438228323082
7-scenes-redkitchen,16,20,0.3349448897023705,0.01800007395649824
7-scenes-redkitchen,16,21,0.3100912657877402,0.017999986743482844
7-scenes-redkitchen,16,22,0.1912370867768595,0.01799987051180149
7-scenes-redkitchen,16,23,0.2723332350003364,0.01799978159679782
7-scenes-redkitchen,16,24,0.38235060752892636,0.017999563022580718
7-scenes-redkitchen,16,25,0.34512908389748476,0.017999298246557112
7-scenes-redkitchen,16,26,0.18121340026850685,0.01799912864175977
7-scenes-redkitchen,16,35,0.3082766603964694,0.017998035574679303
7-scenes-redkitchen,16,36,0.40639059013558776,0.01799777489307173
7-scenes-redkitchen,16,37,0.4674271103416474,0.017997603513046218
7-scenes-redkitchen,16,38,0.5433146641200828,0.017997479456859075
7-scenes-redkitchen,16,39,0.4972643594951704,0.017997327152949508
7-scenes-redkitchen,16,53,0.5950201903058587,0.018000037882904014
7-scenes-redkitchen,16,54,0.3667332299497147,0.017999763772996457
7-scenes-redkitchen,16,55,0.2906771450465687,0.017999845815112905
7-scenes-redkitchen,16,56,0.21715704595663743,0.01799974254398031
7-scenes-redkitchen,16,58,0.5022074722180319,0.017999415012681402
7-scenes-redkitchen,16,59,0.581774957860255,0.017999275172148704
7-scenes-redkitchen,17,18,0.6149377935239351,0.017999658903176067
7-scenes-redkitchen,17,19,0.4524847401004701,0.017999691555516673
7-scenes-redkitchen,17,20,0.4092397952737951,0.01800010284055786
7-scenes-redkitchen,17,21,0.35757143266284164,0.018000055155580886
7-scenes-redkitchen,17,22,0.2887990702479339,0.01799996391593777
7-scenes-redkitchen,17,23,0.3784267755575222,0.017999837310869363
7-scenes-redkitchen,17,24,0.5015472083218193,0.017999585227471842
7-scenes-redkitchen,17,25,0.3545648489557064,0.017999385155773928
7-scenes-redkitchen,17,35,0.4985289152558723,0.017998161044347802
7-scenes-redkitchen,17,36,0.4958531572435144,0.017997881550976216
7-scenes-redkitchen,17,37,0.42257363519136726,0.01799778044477266
7-scenes-redkitchen,17,38,0.4106845910778613,0.01799768745740857
7-scenes-redkitchen,17,39,0.43428629547310577,0.017997551864956378
7-scenes-redkitchen,17,53,0.6064706786457824,0.01800017293178708
7-scenes-redkitchen,17,54,0.555731743698213,0.017999851456203766
7-scenes-redkitchen,17,55,0.3906943614568459,0.017999932126632666
7-scenes-redkitchen,17,58,0.4489465479961784,0.017999522402444006
7-scenes-redkitchen,17,59,0.5997559075151863,0.01799938939473587
7-scenes-redkitchen,18,19,0.676480815682768,0.017999756191603974
7-scenes-redkitchen,18,20,0.5424813037891604,0.018000310034024046
7-scenes-redkitchen,18,21,0.3974333883855693,0.01800025303886572
7-scenes-redkitchen,18,22,0.2465495867768595,0.01800014917293693
7-scenes-redkitchen,18,23,0.3314650063916448,0.0180000364980197
7-scenes-redkitchen,18,24,0.46527878477798723,0.017999781932634972
7-scenes-redkitchen,18,25,0.3992374949484824,0.017999521002520835
7-scenes-redkitchen,18,26,0.22705284988167937,0.017999395161072632
7-scenes-redkitchen,18,35,0.35150350755907117,0.017998277355702377
7-scenes-redkitchen,18,36,0.4698150228568174,0.017998035110684103
7-scenes-redkitchen,18,37,0.464295871679962,0.017997866801860628
7-scenes-redkitchen,18,38,0.5034677541268302,0.01799777037550168
7-scenes-redkitchen,18,39,0.5779724850504501,0.017997623780328032
7-scenes-redkitchen,18,54,0.3486778274389441,0.017999993019948077
7-scenes-redkitchen,18,59,0.4830566421779092,0.017999511271966317
7-scenes-redkitchen,19,20,0.44974748175058776,0.018000470814112407
7-scenes-redkitchen,19,21,0.30852323172536256,0.018000345560817987
7-scenes-redkitchen,19,24,0.2793319781010514,0.0179999406339142
7-scenes-redkitchen,19,25,0.3780728107740648,0.017999698026652737
7-scenes-redkitchen,19,26,0.22192562255457637,0.017999502590132548
7-scenes-redkitchen,19,36,0.2601820262063895,0.01799813071404852
7-scenes-redkitchen,19,37,0.36240083720596317,0.01799798588672247
7-scenes-redkitchen,19,38,0.46803434938590704,0.017997830768387943
7-scenes-redkitchen,19,39,0.5310612609971552,0.01799768463424744
7-scenes-redkitchen,19,54,0.19482526466295955,0.018000050668398063
7-scenes-redkitchen,19,59,0.3660910218490602,0.017999598715009894
7-scenes-redkitchen,20,21,0.36993670583967386,0.017999732238409942
7-scenes-redkitchen,20,35,0.1970235319967631,0.01799762946777046
7-scenes-redkitchen,20,36,0.20577607049114977,0.017997694628223957
7-scenes-redkitchen,20,39,0.36757794855380493,0.017997244311280133
7-scenes-redkitchen,21,22,0.45267045454545457,0.017999691999290093
7-scenes-redkitchen,21,23,0.34574399263020067,0.01799962751316636
7-scenes-redkitchen,21,24,0.3143746733899321,0.01799945539487418
7-scenes-redkitchen,21,35,0.29642223615599395,0.017997855961259517
7-scenes-redkitchen,21,39,0.36456859442820777,0.017997289193620224
7-scenes-redkitchen,22,23,0.7247348890648532,0.017999704692744766
7-scenes-redkitchen,22,24,0.29538135743932237,0.0179995810613622
7-scenes-redkitchen,22,35,0.37915668526289276,0.017998025212930063
7-scenes-redkitchen,22,36,0.25324732474282846,0.017997921848169576
7-scenes-redkitchen,22,54,0.37210577380488447,0.01799973834705669
7-scenes-redkitchen,22,55,0.38819629408329365,0.01799968397795916
7-scenes-redkitchen,23,24,0.5238401409587493,0.01799966532460577
7-scenes-redkitchen,23,35,0.4329008504959887,0.017998035160008374
7-scenes-redkitchen,23,36,0.3183465435211406,0.017997960809655798
7-scenes-redkitchen,23,54,0.39164474020162493,0.01799981079108547
7-scenes-redkitchen,23,55,0.3632898872156339,0.017999759592671177
7-scenes-redkitchen,24,25,0.5639404657107681,0.017999712010469376
7-scenes-redkitchen,24,35,0.4974383296623204,0.01799791434556816
7-scenes-redkitchen,24,36,0.42418163274815046,0.017997975563892776
7-scenes-redkitchen,24,37,0.2959793680641269,0.01799792126122678
7-scenes-redkitchen,24,39,0.25923820862661573,0.017997710994464004
7-scenes-redkitchen,24,54,0.44541049298935437,0.017999966481062616
7-scenes-redkitchen,24,55,0.34838250137562493,0.017999992544570718
7-scenes-redkitchen,24,59,0.3952628565976529,0.01799934299027619
7-scenes-redkitchen,25,26,0.4681422355024578,0.017999664533576022
7-scenes-redkitchen,25,35,0.31115452016913453,0.01799793761488192
7-scenes-redkitchen,25,36,0.413540140506008,0.017997908523658783
7-scenes-redkitchen,25,37,0.44005224253569586,0.017997810273649245
7-scenes-redkitchen,25,38,0.3341985819263826,0.017997754250582594
7-scenes-redkitchen,25,39,0.3764773804858641,0.01799761453730702
7-scenes-redkitchen,25,53,0.571693051460828,0.018000250383195214
7-scenes-redkitchen,25,54,0.2603358982146169,0.018000083077012324
7-scenes-redkitchen,25,59,0.3745547498648348,0.017999452437890754
7-scenes-redkitchen,26,27,0.3372570514015106,0.01799962346157378
7-scenes-redkitchen,26,36,0.24501835275601966,0.01799798778603676
7-scenes-redkitchen,26,37,0.37971377054702793,0.017997843585146008
7-scenes-redkitchen,26,38,0.3301501034242459,0.017997726928817223
7-scenes-redkitchen,26,39,0.29006165287130076,0.01799760684150709
7-scenes-redkitchen,27,28,0.7446698054683062,0.01799958419984001
7-scenes-redkitchen,27,29,0.5531366459627329,0.017999432551832038
7-scenes-redkitchen,28,29,0.7960115350488022,0.01799963525019515
7-scenes-redkitchen,28,30,0.6923403620335403,0.017999491017765754
7-scenes-redkitchen,28,31,0.4236601143615719,0.017999298660170495
7-scenes-redkitchen,28,40,0.23812101211482017,0.018002359354281305
7-scenes-redkitchen,28,41,0.2552218637251399,0.01800217494028993
7-scenes-redkitchen,29,30,0.7559143240854463,0.017999645078296034
7-scenes-redkitchen,29,31,0.4476586345163028,0.0179994433619748
7-scenes-redkitchen,29,40,0.21452231978547767,0.018002519775783356
7-scenes-redkitchen,29,41,0.26043365311511874,0.01800232215300402
7-scenes-redkitchen,29,42,0.3088771037905865,0.018002282137937593
7-scenes-redkitchen,29,43,0.32578308061084327,0.018002204058608112
7-scenes-redkitchen,30,31,0.516400711631475,0.017999619240762325
7-scenes-redkitchen,30,32,0.21582009824963036,0.017999466392401436
7-scenes-redkitchen,30,40,0.16740225718553892,0.018002644641081006
7-scenes-redkitchen,30,41,0.17586296754989483,0.01800247887064403
7-scenes-redkitchen,30,42,0.2066263220600696,0.018002425880455555
7-scenes-redkitchen,31,32,0.5650879954213764,0.017999594982542243
7-scenes-redkitchen,31,33,0.23749323075199344,0.017999419947073655
7-scenes-redkitchen,32,33,0.5523556983062875,0.017999598538111658
7-scenes-redkitchen,33,34,0.4541937648649449,0.01799964850706166
